code_postal,code_commune,libelle_commune,code_departement,libelle_departement,revenu_median_menages_2021,taux_pauvrete_total_2021,taux_pauvrete_0_14_ans,taux_pauvrete_15_29_ans,taux_pauvrete_30_44_ans,taux_pauvrete_45_59_ans,taux_pauvrete_60_74_ans,taux_pauvrete_75_ans_plus,revenu_decile_1_menages,revenu_decile_9_menages,part_revenus_activite,part_revenus_patrimoine,part_prestations_familiales,part_prestations_sociales,part_aides_logement,population_totale_2022,population_0_14_ans,population_15_29_ans,population_30_44_ans,population_45_59_ans,population_60_74_ans,population_75_89_ans,population_90_ans_plus,population_hommes,population_femmes,hommes_0_19_ans,hommes_20_64_ans,hommes_65_ans_plus,femmes_0_19_ans,femmes_20_64_ans,femmes_65_ans_plus,chomeurs_15_24_ans,chomeurs_25_54_ans,chomeurs_55_64_ans,actifs_15_24_ans,actifs_25_54_ans,actifs_55_64_ans,actifs_15_ans_plus,actifs_occupes_15_24_ans,actifs_occupes_25_54_ans,actifs_occupes_55_64_ans,actifs_occupes_15_ans_plus,nombre_salaries,nombre_non_salaries,emplois_salaries,emplois_non_salaries,nombre_creations_entreprises_2024,nombre_total_etablissements_2023,etablissements_industrie,etablissements_construction,etablissements_commerce_services,etablissements_administration_sante_education,effectif_total_salarie_2024,effectif_industrie,effectif_construction,effectif_commerce_services,effectif_administration_sante,residences_principales_hlm,nombre_total_logements,nombre_logements_vacants,taux_cambriolage,taux_violence_famille,taux_violence_sexuelle,taux_vols_armes,nb_associations,total_inscrits,total_abstentions,total_votants,total_blancs,total_nuls,total_exprimes,ratio_abstentions_inscrits,ratio_votants_inscrits,ratio_blancs_votants,ratio_nuls_votants,ratio_exprimes_inscrits,ratio_exprimes_votants,nom_complet,voix,pourcentage_voix,famille_politique,parti_politique
92009.0,9,Bois-Colombes,92,Hauts-de-Seine,32650,10.0,13.0,8.0,9.0,11.0,9.0,10.0,14140.0,63150.0,98.6,5.2,8.9,2.3,0.5,29376.0,5381.03881953904,5802.20759650047,6529.72490215466,6139.93124937435,3553.45408626089,1616.77428571052,352.869060460067,13765.4955188539,15610.5044811461,3629.10258862074,8530.72482420742,1605.6681060257,3550.05651038908,9611.04098458681,2449.40698617024,224.610070791794,968.980916056454,236.528408828722,1145.59459002091,12439.1378756608,2507.93831309244,16349.4074372454,920.984519229118,11470.1569596043,2271.40990426372,14903.7388952058,13143.923549649,1759.81534555681,11640.0356284829,1399.39905803214,545.0,2737.0,22.0,40.0,621.0,89.0,14689.0,641.0,245.0,11402.0,2401.0,2153.17546478461,15018.4394518439,1028.1424243431,7.524084,2.4509804,1.0552832,0.0,386,18207.0,3381.0,14826.0,194.0,76.0,14556.0,18.56978085351788,81.43021914648212,1.3085120733845943,0.5126129772022123,79.9472730268578,98.1788749494132,MACRON Emmanuel,5918,32.50398198495084,Centre,La République En Marche
94004.0,4,Boissy-Saint-Léger,94,Val-de-Marne,21400,19.0,26.0,21.0,23.0,17.0,15.0,14.0,10930.0,37020.0,82.2,2.8,4.6,7.9,1.5,17335.0,3503.47400046834,3733.72635472603,3613.71590128237,3192.96670011657,2331.64865076529,850.733413623198,108.734979018203,8194.77176476725,9140.22823523275,2323.99241998296,4830.83188820556,1039.94745657873,2379.78130995676,5435.50272142311,1324.94420385289,323.658648001976,676.657976296046,128.205159699048,1104.85442651501,6159.29351676161,1301.99660279954,8731.98589643924,781.195778513032,5482.63554046556,1173.79144310049,7586.15086253778,6923.31053893755,662.84032360023,4349.64130805952,562.661464365123,386.0,1351.0,27.0,107.0,328.0,79.0,5440.0,351.0,626.0,2887.0,1569.0,2158.73880621554,7425.643459929,447.174388651776,6.5987547,4.1534468,1.3267955,0.0,377,8869.0,2520.0,6349.0,98.0,52.0,6199.0,28.41357537490134,71.58642462509866,1.543550165380375,0.8190266183650968,69.89514037659262,97.63742321625452,MÉLENCHON Jean-Luc,2348,4.06003596624706,Gauche,La France Insoumise
93010.0,10,Bondy,93,Seine-Saint-Denis,17210,34.0,40.0,39.0,38.0,35.0,27.0,19.0,8560.0,32040.0,77.4,2.2,3.8,12.9,2.6,51066.0,11649.3365950466,9645.57793427899,10802.6708598399,9165.13926056521,6767.2355186801,2581.30812715989,454.731704429287,24988.5927304547,26077.4072695453,7727.05051885244,14072.1998379907,3189.34237361152,7315.85159503233,15026.5573164935,3734.99835801951,733.386894197454,2987.16326227152,527.747693387936,2511.53800660615,17112.4016572461,3556.90925325047,23587.3391254938,1778.1511124087,14125.2383949746,3029.16155986253,19306.031062014,17532.5393804257,1773.4916815883,10385.4612537886,1407.2243829435,1280.0,3016.0,43.0,304.0,701.0,123.0,12784.0,264.0,1454.0,5957.0,5109.0,7410.81237248441,22005.5864485426,2166.52518821263,11.5879666,5.0718678,1.6449301,0.195825,955,25281.0,7549.0,17732.0,260.0,125.0,17347.0,29.8603694474111,70.1396305525889,1.466275659824047,0.7049402210692534,68.6167477552312,97.8287841191067,MÉLENCHON Jean-Luc,9290,36.74696412325462,Gauche,La France Insoumise
94011.0,11,Bonneuil-sur-Marne,94,Val-de-Marne,19530,24.0,28.0,25.0,30.0,22.0,19.0,17.0,10460.0,33910.0,80.5,3.8,4.2,9.8,1.9,18340.0,4086.21977654321,3714.71552646754,3508.23175512031,3356.84260599333,2364.09382269203,1117.19883007676,192.697683106822,8648.42919826653,9691.57080173347,2807.01497357457,4784.70883889466,1056.70538579731,2646.07016535698,5460.55586051114,1584.94477586535,281.929439192481,898.887385440485,195.348479468716,1004.55318260039,5993.92869360809,1462.2884682644,8554.85484136172,722.623743407908,5095.0413081676,1266.93998879569,7163.2807935117,6598.3319510637,564.948842448007,9274.40057623455,552.191552764255,412.0,1392.0,63.0,91.0,430.0,55.0,12914.0,1117.0,930.0,9315.0,1552.0,3733.36708635065,7498.5642885269,259.775729385417,4.4008424,5.0163577,1.4721919,0.0,369,9414.0,2887.0,6527.0,94.0,71.0,6362.0,30.66709156575313,69.33290843424686,1.4401715949134366,1.0877891833920637,67.58019970257064,97.4720392216945,MÉLENCHON Jean-Luc,2763,29.349904397705544,Gauche,La France Insoumise
92012.0,12,Boulogne-Billancourt,92,Hauts-de-Seine,35040,9.0,15.0,8.0,10.0,9.0,10.0,8.0,14340.0,76380.0,91.9,6.7,16.5,1.6,0.4,120205.0,19369.1090978827,23912.4138118939,27009.9312277575,23035.4845887101,15965.7052546241,9329.25037380495,1583.10564532673,56235.4414694788,63969.5585305212,12942.0444716944,34845.68546392,8447.71153386439,12758.5622101884,38699.0307026245,12511.9656177084,755.105414876814,3950.63883564849,977.114547029191,5006.21427231582,50000.989779034,10309.0705472158,67137.7663305139,4251.108857439,46050.3509433855,9331.9560001866,61361.1267305262,50940.6327920424,10420.4939384838,79638.103962054,11527.1043055296,3282.0,21158.0,151.0,340.0,5759.0,516.0,110991.0,5602.0,2093.0,90604.0,12659.0,8074.17208137753,68115.9724481985,4545.09776633237,4.5951043,2.3875879,1.0066137,0.066553,2780,72832.0,13702.0,59130.0,1017.0,0.0,58113.0,18.813159050966608,81.1868409490334,1.7199391171993912,0.0,79.79047671353251,98.2800608828006,MACRON Emmanuel,26514,36.404327768014056,Centre,La République En Marche
92014.0,14,Bourg-la-Reine,92,Hauts-de-Seine,33700,8.0,17.0,8.0,9.0,8.0,8.0,14.0,14820.0,62500.0,88.9,4.9,9.9,2.2,0.5,21140.0,3747.61309063486,4240.05675213447,4268.72264176557,3786.69135226862,2980.12731766006,1750.03506981087,366.753775725538,10194.5822608154,10945.4177391846,2648.81408849122,5964.60257547014,1581.16559685408,2445.44320097022,6178.1338646973,2321.84067351705,125.742223334906,672.272799212361,128.275903491721,810.227211100802,7995.42456342743,1712.7409878365,10727.7794548935,684.484987765895,7323.15176421507,1584.46508434478,9788.67201673496,8659.49289352094,1129.17912321401,4341.42954286437,915.60697697279,341.0,1821.0,21.0,61.0,408.0,70.0,4895.0,106.0,226.0,2823.0,1740.0,1254.48865523898,10280.1257608237,799.839175379649,10.408433,2.5543992,1.1825922,0.0,362,13525.0,2427.0,11098.0,136.0,37.0,10925.0,17.944547134935306,82.0554528650647,1.225446026311047,0.333393404216976,80.77634011090574,98.44116056947198,MACRON Emmanuel,4058,16.003470442086996,Centre,La République En Marche
94015.0,15,Bry-sur-Marne,94,Val-de-Marne,31250,9.0,23.0,11.0,10.0,7.0,14.0,14.0,14830.0,58010.0,90.0,6.2,10.6,2.5,0.5,18095.0,3364.68279187496,3388.28377753743,3417.08381557006,3816.3146585235,2535.16405412836,1298.77605744668,274.694844919007,8838.7154695134,9256.2845304866,2428.15385152219,5105.80079672805,1304.76082126316,2186.54339902247,5338.24527418897,1731.49585727515,133.919872349774,528.347286460915,67.581409827164,825.242576022365,6614.3011458928,1631.38097511572,9210.2129081361,691.322703672591,6085.95385943189,1563.79956528855,8480.36433949824,7274.28800894396,1206.07633055428,6833.69443144468,923.195296149149,349.0,1615.0,14.0,55.0,341.0,71.0,7418.0,135.0,605.0,3399.0,3279.0,853.697030050106,8070.34083459828,437.126666471002,12.3910504,3.0395137,0.939486,0.0,327,11224.0,2253.0,8971.0,215.0,0.0,8756.0,20.073057733428367,79.92694226657163,2.396611303087727,0.0,78.01140413399857,97.60338869691228,MACRON Emmanuel,3348,23.02930251754024,Centre,La République En Marche
94016.0,16,Cachan,94,Val-de-Marne,25800,16.0,24.0,17.0,16.0,15.0,13.0,11.0,11660.0,48670.0,89.0,3.6,7.0,4.6,1.0,30526.0,5158.1905364057,8002.62178529479,5818.70976717868,5260.06074621407,3901.83801693221,1958.33122518078,426.247922793768,15068.4392673772,15457.5607326228,3968.5967751536,9222.31088348954,1877.5316087341,3515.60713077966,8993.50444338159,2948.44915846151,346.360374331622,1276.36170757387,227.313647754111,1595.96062727476,10852.4944109362,2238.31906022287,14950.597125478,1249.60025294314,9576.13270336233,2011.00541246876,13087.9696930662,11912.4470839521,1175.52260911413,6761.82833777657,920.251516185042,715.0,2205.0,23.0,66.0,475.0,84.0,8182.0,275.0,407.0,3411.0,4089.0,3784.43962252008,14819.5941696306,803.538050776325,9.4469524,2.9155474,0.9172509,0.1965538,1027,17026.0,3924.0,13102.0,180.0,60.0,12862.0,23.047104428521084,76.95289557147892,1.373836055564036,0.4579453518546786,75.54328673793023,98.16821859258128,MÉLENCHON Jean-Luc,4988,29.296370257253614,Gauche,La France Insoumise
94017.0,17,Champigny-sur-Marne,94,Val-de-Marne,21260,22.0,27.0,24.0,24.0,22.0,18.0,15.0,10340.0,39510.0,83.3,3.6,6.0,7.6,1.5,78367.0,16076.1515480472,15685.1994964575,15834.7606317435,15356.4977616076,10342.6428070863,4478.40219889885,593.345556159111,37707.6054055634,40659.3945944366,10730.9730866617,22169.6062073876,4807.02611151408,10832.5278474375,23600.417404181,6226.44934281821,1091.76573105973,3312.73588383537,594.203668838921,3989.13120571547,27450.0844775238,6415.74680910029,38513.1097699465,2897.36547465574,24137.3485936884,5821.54314026137,33481.2458038519,29949.5785738639,3531.667229988,15946.794112185,2535.36796021094,1798.0,5874.0,95.0,449.0,1162.0,226.0,17410.0,1712.0,2810.0,6148.0,6740.0,11221.585452528,33781.321203603,1849.41042488766,6.0388402,4.8106984,1.4802149,0.1531257,1449,42977.0,12818.0,30159.0,403.0,187.0,29569.0,29.82525536915094,70.17474463084906,1.3362512019629298,0.6200470837892503,68.80191730460479,98.04370171424782,MÉLENCHON Jean-Luc,11844,27.558926867859554,Gauche,La France Insoumise
94018.0,18,Charenton-le-Pont,94,Val-de-Marne,30250,10.0,14.0,9.0,11.0,10.0,9.0,8.0,13910.0,59770.0,89.8,8.7,11.5,2.7,0.5,28756.0,4794.45641935672,5522.92796164687,6380.14794020253,5583.93951360319,3989.49882135133,2107.28859029758,377.740753541777,13360.6710251161,15395.3289748839,3259.49059235708,8078.91463872194,2022.26579403708,3176.31656918299,9200.87467511496,3018.13773058596,189.81702640017,936.479719108359,198.065844969412,1002.94272814972,11602.9614423018,2433.60627359808,15387.3303459326,813.125701749554,10666.4817231935,2235.54042862866,14056.0316716922,11844.7848604531,2211.24681123905,12741.0894561067,1622.97670081208,682.0,3674.0,26.0,100.0,917.0,106.0,15851.0,1119.0,413.0,11999.0,2318.0,3486.03032853415,15904.0010328053,1302.01201417703,5.5960761,2.9906802,1.2171373,0.0,643,19864.0,4043.0,15821.0,208.0,58.0,15555.0,20.35340314136125,79.64659685863874,1.314708299096138,0.366601352632577,78.307490938381,98.31869034827128,MACRON Emmanuel,5400,27.184857027788965,Centre,La République En Marche
92022.0,22,Chaville,92,Hauts-de-Seine,32290,8.0,17.0,9.0,9.0,7.0,6.0,14.0,14770.0,61060.0,93.9,3.2,9.3,2.4,0.5,20198.0,3425.85717958434,4124.77713120574,4466.15669107982,4145.08783205784,2480.51456555121,1320.30195580043,235.304644720624,9740.03373612322,10457.9662638768,2392.46385866329,6131.69792943469,1215.87194802524,2278.06830467081,6365.32592061434,1814.57203859164,102.862191556624,616.487996581128,120.497848916143,900.697276060835,8515.88293168848,1684.99267228782,11280.5406728111,797.835084504211,7899.39493510735,1564.49482337168,10426.4622433642,9332.34631674787,1094.11592661638,2916.70155831257,750.632258695971,367.0,1610.0,14.0,36.0,328.0,54.0,3100.0,88.0,126.0,1796.0,1090.0,1799.50503827524,10406.3986937299,635.570649009611,10.3782301,2.8220616,1.9308842,0.0,489,13646.0,2448.0,11198.0,146.0,38.0,11014.0,17.939322878499194,82.0606771215008,1.303804250759064,0.3393463118414002,80.71229664370512,98.35684943739952,MACRON Emmanuel,4274,12.483205794731,Centre,La République En Marche
94019.0,19,Chennevières-sur-Marne,94,Val-de-Marne,23910,16.0,23.0,16.0,18.0,19.0,14.0,14.0,11410.0,42540.0,82.6,3.8,8.6,5.2,0.9,18295.0,3381.3707682005,3453.9306585811,3593.78539138795,3592.66263296253,2836.55193427817,1296.08464406009,140.613970529648,8759.65657623749,9535.34342376251,2310.1707257236,5112.02993769249,1337.4559128214,2214.98588569391,5484.29417358028,1836.06336448831,222.685412884632,849.510541282253,208.628617465504,953.869443739321,6482.16813057412,1671.59587274021,9238.4421481208,731.184030854689,5632.65758929186,1462.9672552747,7950.14146844957,7093.15196166489,856.989506784679,5215.31304157029,721.367887618085,391.0,1651.0,35.0,124.0,421.0,50.0,6716.0,368.0,908.0,4237.0,1203.0,1718.25772800231,8520.92152744825,533.062307049319,7.9803575,2.8969664,0.9292156,0.0,315,10715.0,2747.0,7968.0,109.0,49.0,7810.0,25.636957536164257,74.36304246383574,1.3679718875502007,0.6149598393574297,72.88847410172656,98.01706827309236,MACRON Emmanuel,2261,7.400255294079141,Centre,La République En Marche
94021.0,21,Chevilly-Larue,94,Val-de-Marne,22100,20.0,22.0,21.0,25.0,21.0,16.0,14.0,10490.0,38700.0,83.4,2.6,4.5,7.0,1.5,19813.0,3992.36196988895,3792.61348331388,3793.49241918982,3996.94820219504,2796.03407028236,1238.77695389095,202.772901239006,9492.60586080402,10320.394139196,2653.96267669832,5583.9298522202,1254.7133318855,2609.16214981514,5819.17422012955,1892.0577692513,214.496867786661,714.907281762452,80.6223908311361,866.65616332343,7049.92168087123,1624.49611862293,9743.0759531276,652.159295536769,6335.01439910878,1543.87372779179,8710.32002166347,7899.88866774703,810.43135391644,7942.5932988478,629.857132656429,364.0,1819.0,24.0,70.0,746.0,54.0,15923.0,1261.0,4001.0,8795.0,1865.0,2917.9340255332,9187.61040476187,574.881530060344,5.3332692,3.1797305,1.4636855,0.0,485,10876.0,3141.0,7735.0,118.0,46.0,7571.0,28.88010297903641,71.11989702096359,1.5255332902391725,0.59469941822883,69.61198970209635,97.879767291532,MÉLENCHON Jean-Luc,2820,25.92865023905848,Gauche,La France Insoumise
94022.0,22,Choisy-le-Roi,94,Val-de-Marne,20840,23.0,27.0,23.0,26.0,24.0,18.0,14.0,10160.0,37370.0,86.4,3.1,4.0,8.1,1.9,46122.0,9274.27099996319,9463.96908099173,10298.8116220269,8725.92808945817,5815.06434683322,2153.12810185594,390.827758870847,22493.5385643125,23628.4614356875,6060.04913798382,13816.5392769933,2616.95014933537,6167.58051483129,14168.7189056941,3292.16201516208,609.500017516713,2141.08292663647,406.520241971814,2351.95679011227,17450.8300634763,3440.77987587882,23599.4927437391,1742.45677259556,15309.7471368398,3034.25963390701,20432.3046067176,18626.064753354,1806.23985336356,9296.29512825266,1309.94984804235,934.0,3169.0,48.0,207.0,819.0,127.0,9156.0,550.0,842.0,4597.0,3167.0,6598.15205667256,21646.518376026,1158.71185862696,7.8996537,4.9650926,1.3442609,0.2601795,892,20592.0,4879.0,15713.0,219.0,89.0,15405.0,23.693667443667444,76.30633255633256,1.393750397759817,0.5664099789982817,74.81060606060606,98.0398396232419,MÉLENCHON Jean-Luc,6660,19.452070798527952,Gauche,La France Insoumise
92019.0,19,Châtenay-Malabry,92,Hauts-de-Seine,27140,12.0,16.0,13.0,14.0,12.0,11.0,14.0,12950.0,51360.0,88.8,3.6,8.6,4.0,0.8,35490.0,6801.08398107357,6691.71843582334,7706.89137944773,7055.87830806279,4705.2994247278,2147.33839713527,381.790073729509,17004.2428264902,18485.7571735098,4492.59738680473,10251.2987366836,2260.34670300189,4478.55039820972,11005.7801694157,3001.42660588441,329.437540074922,1314.32737422674,236.740773641356,1655.57909580054,13708.1734466473,3262.87285559542,18921.9076242139,1326.14155572562,12393.8460724205,3026.13208195406,17025.1227571977,15298.8603406975,1726.26241650013,6534.84416153978,1134.10674298019,598.0,2247.0,20.0,48.0,432.0,88.0,7026.0,127.0,241.0,3612.0,3046.0,5066.44164069528,16371.9658893515,1036.07111894912,5.4361218,2.5077487,0.8734855,0.0,508,19838.0,4561.0,15277.0,408.0,0.0,14869.0,22.991228954531707,77.0087710454683,2.6706814165084767,0.0,74.95211210807541,97.32931858349151,MACRON Emmanuel,5076,16.613753150263477,Centre,La République En Marche
92020.0,20,Châtillon,92,Hauts-de-Seine,30550,9.0,17.0,8.0,11.0,9.0,7.0,14.0,14380.0,54090.0,95.3,4.0,6.8,2.8,0.6,36224.0,6269.58855533128,6873.17349984101,8104.81310068905,7002.09541058941,5041.13569730255,2403.6796087007,529.514127545994,17185.3656191662,19038.6343808338,4086.36286391383,10867.8290280583,2231.17372719404,3987.00296510931,11513.7334458573,3537.89796986722,339.256350440113,1073.82917901916,262.224112053769,1608.02114840584,14909.9525545167,3284.06315621308,20044.5379078803,1268.76479796573,13836.1233754976,3021.83904415931,18350.9340953633,16560.5426531854,1790.39144217789,14647.3085570873,1384.6197528209,665.0,2779.0,30.0,73.0,575.0,100.0,16791.0,613.0,289.0,13138.0,2751.0,2830.38430857402,18689.7352647252,981.657974525067,3.7988767,2.4017226,0.8005742,0.0,479,22251.0,4193.0,18058.0,260.0,78.0,17720.0,18.844096894521595,81.1559031054784,1.4398050725440248,0.4319415217632074,79.63687025302234,98.12825340569276,MACRON Emmanuel,6454,29.005437957844592,Centre,La République En Marche
92023.0,23,Clamart,92,Hauts-de-Seine,29920,11.0,13.0,11.0,12.0,10.0,10.0,8.0,13580.0,56930.0,91.6,4.4,9.2,3.1,0.6,56882.0,10317.1655034967,10836.1087180971,11581.1571015032,11530.9019340614,7678.19530696025,4146.21391444306,792.257521438341,27174.5691473879,29707.4308526121,7116.50415186304,16184.6623232659,3873.40267225901,6798.01785111182,17480.1635633341,5429.24943816619,546.517715685775,1803.01047298355,420.850747765605,2723.59455322703,21650.901339022,5255.15768723157,30216.6658128943,2177.07683754126,19847.8908660385,4834.30693946597,27408.7501319073,24005.9180298077,3402.83210209957,16463.4212446603,2579.13023700733,1139.0,5006.0,66.0,160.0,1053.0,145.0,15724.0,1599.0,833.0,7137.0,6155.0,6194.000433043,27181.2061496703,1614.42258813126,5.8864202,2.2502725,1.0020745,0.0,888,36492.0,7802.0,28690.0,379.0,97.0,28214.0,21.380028499397127,78.61997150060287,1.321017776228651,0.3380968978738236,77.31557601666118,98.34088532589752,MACRON Emmanuel,9825,26.92370930614929,Centre,La République En Marche
92024.0,24,Clichy,92,Hauts-de-Seine,22410,22.0,18.0,15.0,24.0,26.0,25.0,26.0,9970.0,46110.0,94.9,3.9,5.2,5.9,1.4,65102.0,11979.7466645817,14371.9194149758,16721.9357437184,11502.455261923,7103.18359903719,2963.71461034851,459.044705415362,31554.422465607,33547.577534393,7979.19395565852,20140.5542198452,3434.67429010322,7642.00211857815,21544.6696421541,4360.90577366078,750.55180336245,3229.87480029559,556.961659181863,3368.60415836974,28147.6070202442,4584.06250938369,36819.8619515224,2618.05235500729,24917.7322199486,4027.10085020182,32221.779579698,28804.6254877501,3417.15409194786,33513.7222361825,3445.36621643696,1738.0,7523.0,91.0,283.0,2026.0,213.0,42933.0,4573.0,3121.0,27210.0,8029.0,9268.50140177005,33117.4802473055,1377.38756960398,3.7442462,4.1319775,1.4438881,0.1228841,1151,31899.0,7752.0,24147.0,303.0,128.0,23716.0,24.30170224771937,75.69829775228064,1.254814262641322,0.5300865531950139,74.34715821812595,98.21509918416366,MÉLENCHON Jean-Luc,9996,31.33640552995392,Gauche,La France Insoumise
93014.0,14,Clichy-sous-Bois,93,Seine-Saint-Denis,15260,42.0,48.0,46.0,48.0,41.0,34.0,26.0,8410.0,28030.0,72.3,2.0,3.6,18.7,4.0,29551.0,7859.42279389215,6614.94997120035,5733.82679839191,4935.77119709314,3283.73727711408,1030.57442732864,92.717534979733,14673.2785631352,14877.7214368648,5308.76790224302,7885.28574077529,1479.22492011685,5133.26788936862,8190.38503163858,1554.06851585764,491.479190531335,1400.19680244072,283.586649480867,1737.78672640876,7934.67953313125,1559.15053254654,11401.4461686347,1246.30753587742,6534.48273069053,1275.56388306567,9193.84949370173,8320.89764783566,872.951845866079,5030.31671220325,611.253071796163,508.0,1322.0,21.0,171.0,274.0,71.0,4755.0,275.0,637.0,1799.0,2044.0,3009.67315960408,9509.00287988324,500.234670855837,7.6769353,4.9067713,1.9965483,0.2707184,450,11832.0,4941.0,6891.0,109.0,52.0,6730.0,41.759634888438136,58.24036511156186,1.5817733275286605,0.7546074590044987,56.879648411088574,97.66361921346684,MÉLENCHON Jean-Luc,4070,16.05079465236424,Gauche,La France Insoumise
92025.0,25,Colombes,92,Hauts-de-Seine,25100,17.0,18.0,15.0,19.0,18.0,16.0,14.0,11210.0,52520.0,94.2,4.2,7.2,4.9,1.0,90692.0,19025.4688690771,17915.6590103561,20198.0789470289,17161.0439324905,10966.2845006444,4668.82730259338,756.63743780957,43676.8272358044,47015.1727641956,12852.2971006646,25884.2641394141,4940.26599572575,11978.2903141684,28209.3865068818,6827.4959431454,983.902843348881,3726.74131607706,809.68894750139,4252.47292440544,34781.5051191789,7118.93795251236,46908.8777931157,3268.57008105655,31054.7638031019,6309.24900501097,41326.6687411479,36554.6622114122,4772.00652973566,27918.7393720368,3455.90710649881,2146.0,7395.0,88.0,248.0,1607.0,236.0,30856.0,4768.0,1580.0,15946.0,8559.0,10781.2314710097,40345.1281002279,2348.63836102591,7.2871252,2.7896617,1.1908437,0.099237,1341,48884.0,11355.0,37529.0,752.0,0.0,36777.0,23.22845920955732,76.77154079044269,2.0037837405739563,0.0,75.2332051386957,97.99621625942603,MÉLENCHON Jean-Luc,13266,27.137713771377136,Gauche,La France Insoumise
93015.0,15,Coubron,93,Seine-Saint-Denis,27100,8.0,23.0,18.0,20.0,18.0,14.0,14.0,14940.0,40610.0,80.5,4.0,6.8,3.7,0.5,5156.0,1104.01886037308,747.707219427968,1042.15516055869,1046.41420990457,799.877536670322,352.991096172946,62.835916892423,2504.30287102874,2651.69712897126,731.534277363756,1377.33643054247,395.432163122518,657.554612559686,1449.34050220718,544.802014204391,37.4114264171628,134.79477543293,31.8876706949267,221.332312066796,1813.95458894869,391.566550679117,2449.50253600091,183.920885649634,1679.15981351576,359.678879984191,2243.37735930445,2028.5545340799,214.822825224552,635.116209767677,112.725287477611,81.0,317.0,1.0,33.0,63.0,11.0,816.0,9.0,115.0,429.0,263.0,112.849548569695,2116.01731286161,167.557309496371,11.3420622,3.878976,0.0,0.0,96,3314.0,832.0,2482.0,36.0,13.0,2433.0,25.10561255280628,74.89438744719372,1.4504431909750202,0.523771152296535,73.41581170790586,98.02578565672844,MACRON Emmanuel,607,4.175264823221902,Centre,La République En Marche
92026.0,26,Courbevoie,92,Hauts-de-Seine,32080,11.0,17.0,8.0,11.0,12.0,12.0,9.0,13220.0,61550.0,96.9,4.6,9.3,2.2,0.5,81945.0,13462.3379989578,16922.0482248379,19618.2689027863,15725.4371416068,10408.810464055,4913.58619935773,894.511068398493,38805.1917265558,43139.8082734442,9136.73741289178,24762.712666212,4905.74164745208,8937.2277884072,26935.3801523802,7267.20033265685,664.82494658929,2792.71496405243,628.269453466624,3731.82734171715,35208.2853844697,6833.02592390918,46752.4177210679,3067.00239512786,32415.5704204173,6204.75647044256,42620.8899276117,37684.197623119,4936.69230449272,98515.922548655,6639.27493211043,2067.0,11887.0,141.0,177.0,3089.0,288.0,138083.0,15002.0,3894.0,110711.0,8368.0,8094.64839290334,48519.0818140093,4395.14620465162,3.0297358,2.7701507,1.3423638,0.0,1507,52492.0,11714.0,40778.0,826.0,0.0,39952.0,22.315781452411795,77.6842185475882,2.025602040315857,0.0,76.11064543168483,97.97439795968414,MACRON Emmanuel,15810,30.118875257182047,Centre,La République En Marche
94028.0,28,Créteil,94,Val-de-Marne,21270,21.0,29.0,21.0,26.0,21.0,16.0,15.0,10450.0,38990.0,81.7,4.2,5.6,7.7,1.6,92859.0,18330.9302352041,20500.1609638243,19513.4917752901,16390.4470311518,12210.4889098818,5171.31024477519,742.170839872736,44011.1678635928,48847.8321364072,12299.6106328651,26211.3590210398,5500.19820968785,12259.1976798494,28694.2779966236,7894.35645993414,1348.12575180235,4061.5918204435,708.310859884082,5552.8902432632,32909.3012044593,7393.04101678646,46846.2906029849,4204.76449146085,28847.7093840158,6684.73015690238,40655.1316812609,36811.9834041648,3843.14827709613,53692.1292055205,3885.72478262233,2034.0,6756.0,78.0,261.0,1789.0,375.0,72736.0,2922.0,2369.0,24965.0,42480.0,15040.3372541244,41346.4149970088,1575.25313930192,7.521813,4.6306766,1.7445805,0.1938423,2287,46556.0,12428.0,34128.0,485.0,240.0,33403.0,26.694733224503825,73.30526677549618,1.4211204875761838,0.7032348804500703,71.74800240570495,97.87564463197374,MÉLENCHON Jean-Luc,13513,29.02525990205344,Gauche,La France Insoumise
93029.0,29,Drancy,93,Seine-Saint-Denis,18660,29.0,32.0,33.0,36.0,28.0,24.0,16.0,8960.0,32900.0,77.5,2.6,5.4,10.5,2.2,71312.0,15420.4461071644,14112.8392025308,15457.4929583154,13162.9656063477,8828.43619808005,3855.7538697237,474.066057837974,35244.4261921063,36067.5738078937,10118.2984901236,20926.4582616422,4199.66944034054,9780.01118093743,20954.2471891237,5333.31543783254,1177.38417059392,4314.12749970464,725.594672703844,3652.80608673509,24664.0082459004,5115.56657896796,33943.2273851081,2475.42191614117,20349.8807461957,4389.97190626412,27682.6767134851,25067.3273441364,2615.34936934874,12073.6677203942,1876.93651577313,2008.0,5331.0,58.0,852.0,1172.0,166.0,14779.0,835.0,3211.0,6239.0,4488.0,7729.44443105009,30646.0150272629,2150.45520756721,7.4397927,4.9641014,1.7668836,0.2664348,949,34925.0,11490.0,23435.0,363.0,171.0,22901.0,32.89906943450251,67.10093056549749,1.5489652229571154,0.7296778323021123,65.57193987115247,97.72135694474078,MÉLENCHON Jean-Luc,10486,30.02433786685755,Gauche,La France Insoumise
